operator_name,total_versions,latest_version,openshift_versions,last_update,has_ci_yaml,has_makefile,error
keysight-kcos-framework,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T14:20:01,True,False,
keysight-kcos-ingress,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T10:55:11,True,False,
keysight-kcos-licensing,3,0.1.21,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8,v4.9",2023-09-21T14:04:51,True,False,
keysight-kcos-roads,1,0.0.90,"v4.7,v4.8",2022-12-08T12:08:37,True,False,
keysight-kcos-roads-schema,1,0.0.90,"v4.7,v4.8",2022-12-08T12:08:08,True,False,
keysight-kcos-sso,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T11:21:52,True,False,
keysight-keycloak-operator,4,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T11:17:30,True,False,
keysight-load-core,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T12:52:24,True,False,
keysight-loadcore-agents,6,0.2.25,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2024-11-21T12:19:47,True,False,
keysight-nats-operator,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T14:34:44,True,False,
keysight-nimbusmosaic-dusim,2,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-09-21T10:08:22,True,False,
keysight-rest-api-browser-v1,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T11:53:29,True,False,
keysight-wap-appsec,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:05:39,True,False,
keysight-wap-core,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:18:44,True,False,
keysight-wap-db,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:36:21,True,False,
keysight-wap-diagnostics,2,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-09-21T15:03:14,True,False,
keysight-wap-logging,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:23:15,True,False,
keysight-wap-migration,2,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-09-21T14:57:55,True,False,
keysight-wap-msg-broker,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:32:01,True,False,
keysight-wap-notifications,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:14:20,True,False,
keysight-wap-stats-dashboards,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T12:56:46,True,False,
keysight-wap-storage,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:27:42,True,False,
keysight-wap-test-core,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:09:51,True,False,
keysight-wap-ui,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T09:54:33,True,False,
keysight-websocket-service,3,0.1.21,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8",2023-09-21T13:41:03,True,False,
konexios-operator,0,,,2021-09-28T16:10:20,True,False,
kong-gateway-operator,9,v0.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2022-12-06T17:05:29,True,False,
kong-offline-operator,1,0.10.1,"v4.10,v4.6,v4.7,v4.8,v4.9",2022-07-13T17:29:05,True,False,
kove-operator,13,v3.0.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.7,v4.8,v4.9",2025-07-02T00:33:02,True,False,
kpow-io-certified,0,,,2021-09-28T16:10:20,True,False,
kube-arangodb,0,,,2021-09-28T16:10:20,True,False,
kube-loxilb-operator,1,0.8.3,"v4.10,v4.11,v4.12,v4.9",2023-03-28T09:16:32,True,False,
kubearmor-operator-certified,12,1.5.2,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-02-07T04:55:44,True,False,
kubecost-operator,4,v2.8.0,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-11T00:52:04,True,True,
kubemq-operator-marketplace,7,1.8.6,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.8,v4.9",2024-10-18T20:48:53,True,False,
kubeplus,0,,,2021-09-28T16:10:20,True,False,
kubeturbo-certified,189,8.16.60-beta.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-16T04:49:17,True,False,
kubevious-operator,11,v1.0.4,"v4.10,v4.6,v4.7,v4.8,v4.9",2022-10-06T07:00:19,True,False,
leaksignal-operator,6,1.9.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.6,v4.7,v4.8,v4.9",2024-12-21T00:23:35,True,False,
lenovo-locd-operator,1,v0.1.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2022-08-24T15:24:49,True,False,
lichen-operator,0,,,2021-09-28T16:10:20,True,False,
lightbits-operator,4,1.0.0,"v4.10,v4.11,v4.17,v4.18",2025-05-19T21:13:49,True,False,
linstor-operator,2,v2.9.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.7,v4.8,v4.9",2025-06-18T16:15:06,True,False,
linstor-operator-certified,0,,,2021-09-28T16:10:20,True,False,
lunaclient-helm-operator,3,1.0.2,"v4.10,v4.8,v4.9",2023-01-04T14:12:35,True,False,
mantaflow-operator,3,v36.0.0,"v4.7,v4.8,v4.9",2022-04-01T20:56:37,True,False,
mariadb-enterprise-operator,3,1.0.0,"v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-04-18T12:07:04,True,False,
marketplace-games-operator,0,,,2021-09-28T16:10:20,True,False,
marketplace-games-operator-jinhli,0,,,2021-09-28T16:10:20,True,False,
memcached-operator,0,,,2021-09-28T16:10:20,True,False,
memcached-operator-ogaye,0,,,2021-10-25T17:12:35,True,False,
memql-certified,0,,,2021-09-28T16:10:20,True,False,
meta-operator-app,0,,,2021-09-28T16:10:20,True,False,
mf-cics-tg-operator,0,,,2021-09-28T16:10:20,True,False,
mf-cics-ts-operator,0,,,2021-09-28T16:10:20,True,False,
mf-ims-dc-operator,0,,,2021-09-28T16:10:20,True,False,
mf-vsam-rpc-operator,0,,,2021-09-28T16:10:20,True,False,
minio-aistor-operator,6,2025.1.28195023,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.8,v4.9",2025-02-09T06:03:42,True,False,
minio-key-manager-operator,3,2025.7.1011319,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19",2025-07-01T23:57:27,True,False,
minio-object-store-operator,3,2025.7.1011319,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19",2025-07-02T01:09:10,True,False,
minio-operator,31,5.0.15,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.6,v4.7,v4.8,v4.9",2024-05-07T20:20:33,True,False,
model-builder-for-vision-certified,3,v1.0.3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2022-06-30T16:54:04,True,False,
mongodb-atlas-kubernetes,37,2.9.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-03T10:45:47,True,False,
mongodb-enterprise,30,1.33.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-04-16T11:57:48,True,False,
mongodb-enterprise-advanced-ibm,0,,,2021-09-28T16:10:20,True,False,
mongodb-enterprise-certified,0,,,2021-09-28T16:10:20,True,False,
mongodb-kubernetes,4,1.2.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-08T09:24:17,True,False,
mvc-db-app-operator,0,,,2021-09-28T16:10:20,True,False,
my-transform-adv-operator,0,,,2021-09-28T16:10:20,True,False,
n3000,0,,,2021-09-28T16:10:20,True,False,
nastel-navigator-operator,0,,,2021-09-28T16:10:20,True,False,
nastel-navigator-operator-certified,0,,,2021-09-28T16:10:20,True,False,
nastel-xray-operator,0,,,2021-09-28T16:10:20,True,False,
netapp-spark-operator,5,1.1.3,"v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2024-10-21T17:33:44,True,False,
nethopper-operator,0,,,2021-09-28T16:10:20,True,False,
netscaler-adm-agent-operator,8,141.37.44,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2024-11-21T15:39:07,True,False,
netscaler-operator,17,3.2.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-04-15T07:04:23,True,False,
neuvector-certified-operator,21,1.5.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.4,v4.5,v4.6,v4.7,v4.8,v4.9",2025-07-16T09:34:49,True,False,
neuvector-operator,0,,,2021-09-28T16:10:20,True,False,
newrelic-infrastructure,0,,,2021-09-28T16:10:20,True,False,
nexus-operator,0,,,2021-09-28T16:10:20,True,False,
nexus-repository-ha-operator-certified,17,3.80.0-2,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-05-07T20:54:29,True,False,
nginx-ingress-operator,33,v3.2.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-14T13:51:13,True,False,
nim-operator-certified,3,v2.0.1,"v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-03T18:03:27,True,False,
node-red-operator-certified,1,v0.0.4,"v4.6,v4.7,v4.8",2021-11-15T06:48:04,True,False,
node-red-operator-rhm-certified,0,,,2021-09-28T16:10:20,True,False,
nspc-operator,6,1.13.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.7,v4.8,v4.9",2025-01-20T07:18:03,True,False,
nsx-container-plugin-operator,0,,,2022-12-06T23:37:48,True,False,
nutanixcsioperator,19,3.3.4,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.6,v4.7,v4.8,v4.9",2025-06-18T13:49:36,True,False,
nvidia-maintenance-operator,4,0.2.3,"v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-13T16:54:58,True,False,
nvidia-network-operator,21,25.4.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-06-12T16:44:02,True,True,
nvmesh-operator,0,,,2021-09-28T16:10:20,True,False,
nxiq-operator-certified,12,1.193.0-1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-11T21:56:50,True,False,
nxrm-operator-certified,12,3.58.1-2,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2023-08-02T15:49:22,True,False,
obi-prod-test-2,1,0.0.2,"v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-10-31T16:22:52,True,False,
ocean-operator,0,,,2021-09-28T16:10:20,True,False,
oceanbase-operator,1,2.2.2,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.6,v4.7,v4.8,v4.9",2024-08-19T07:41:11,True,False,
odigos-operator,10,v1.0.206,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-09T18:02:15,True,False,
ogaye-operator,2,0.0.2,"v4.6,v4.7,v4.8",2021-11-21T20:27:05,True,False,
oneagent-certified,0,,,2021-09-28T16:10:20,True,False,
op-svc-jenkins,0,,,2021-09-28T16:10:20,True,False,
op1,0,,,2021-09-28T16:10:20,True,False,
open-enterprise-spinnaker,0,,,2021-09-28T16:10:20,True,False,
open-liberty-certified,13,1.4.3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-05-06T22:24:45,True,False,
openj9-operator,0,,,2021-09-28T16:10:20,True,False,
openshift,0,,,2021-09-28T16:10:20,True,False,
openshiftartifactoryha-operator,16,1.3.3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-02-26T20:53:02,True,False,
openshiftpipeline-operator,0,,,2021-09-28T16:10:20,True,False,
openshiftxray-operator,8,2.1.6,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2024-03-25T15:25:07,True,False,
openunison-ocp-certified,0,,,2021-09-28T16:10:20,True,False,
operand-deployment-lifecycle-manager-app,0,,,2021-09-28T16:10:20,True,False,
operator,0,,,2021-09-28T16:10:20,True,False,
operator-amf,0,,,2021-09-28T16:10:20,True,False,
operator-amf1,0,,,2021-09-28T16:10:20,True,False,
operator-certification-operator,11,1.3.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2025-06-23T21:07:50,True,True,
operator-demo,0,,,2021-09-28T16:10:20,True,False,
optimize-controller,0,,,2021-09-28T16:10:20,True,False,
oracle-database-operator,1,0.2.0,"v4.10,v4.7,v4.8,v4.9",2022-08-30T11:54:55,True,False,
oracle-db-operator,0,,,2021-09-28T16:10:20,True,False,
orca,0,,,2021-09-28T16:10:20,True,False,
orionx-operator,1,1.0.0,"v4.6,v4.7,v4.8",2022-09-13T11:23:26,True,False,
ovms-operator,3,1.2.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2024-05-15T08:19:24,True,False,
owldq-operator-certified,0,,,2021-09-28T16:10:20,True,False,
pachyderm-operator,8,v0.1.4,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2022-09-15T18:14:38,True,False,
pan-cn-series-operator,2,2.0.0,"v4.10,v4.11,v4.12,v4.13,v4.7,v4.8,v4.9",2024-03-05T16:04:21,True,False,
pcc-operator,3,0.2.3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2022-10-14T17:24:16,True,False,
perceptilabs-operator-package,0,,,2021-09-28T16:10:20,True,False,
percona-postgresql-operator-certified,15,2.6.1-cw,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.7,v4.8,v4.9",2025-04-07T16:22:26,True,False,
percona-server-mongodb-operator-certified,14,1.20.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.7,v4.8,v4.9",2025-06-06T11:31:13,True,False,
percona-xtradb-cluster-operator-certified,16,1.17.0-cw,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.7,v4.8,v4.9",2025-04-16T10:20:12,True,False,
pg4k-pgd,11,1.1.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-03-20T03:30:25,True,False,
pmem-csi-operator,0,,,2021-09-28T16:10:20,True,False,
pmem-csi-operator-os,1,v1.0.2,"v4.6,v4.7,v4.8,v4.9",2022-03-01T12:26:01,True,False,
portshift-controller-operator,0,,,2021-09-28T16:10:20,True,False,
portworx-certified,39,25.2.2,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-08T19:30:09,True,False,
presto-operator,0,,,2021-09-28T16:10:20,True,False,
presto-operator-certified,0,,,2021-09-28T16:10:20,True,False,
prisma-cloud-compute-console-operator.v2.0.1,0,,,2021-09-28T16:10:20,True,False,
prometurbo-certified,153,8.16.60-beta.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-07-16T04:31:23,True,False,
pubsubplus-eventbroker-operator,4,1.3.0,"v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-05-05T18:12:25,True,False,
pulsar-operator,16,0.17.10,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.6,v4.7,v4.8,v4.9",2023-12-22T07:16:21,True,False,
pulsar-resources-operator,3,0.4.10,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.6,v4.7,v4.8,v4.9",2024-06-11T08:55:31,True,False,
raftt-operator,3,1.25.2,"v4.16,v4.17,v4.18,v4.19,v4.20",2025-04-29T14:44:14,True,False,
rapidbiz-operator-certified,0,,,2021-09-28T16:10:20,True,False,
realmethods-certified-operator,0,,,2021-09-28T16:10:20,True,False,
redhat-marketplace-operator,31,2.15.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.6,v4.7,v4.8,v4.9",2024-05-29T22:43:57,True,False,
redis-enterprise-operator-cert,51,,,2025-06-26T19:03:07,True,False,'<' not supported between instances of 'str' and 'int'
redteamobile-entitlement,2,3.1.0,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-01-20T13:00:47,True,False,
rest-rpc-operator,0,,,2021-09-28T16:10:20,True,False,
robin-operator-redhat,0,,,2021-09-28T16:10:20,True,False,
robin-storage-enterprise,0,,,2021-09-28T16:10:20,True,False,
robin-storage-express,0,,,2021-09-28T16:10:20,True,False,
robin-storage-trial,0,,,2021-09-28T16:10:20,True,False,
rocketchat-operator-certified,0,,,2021-09-28T16:10:20,True,False,
rookout-k8s-operator,1,1.0.0,"v4.10,v4.6,v4.7,v4.8,v4.9",2022-04-22T01:19:46,True,False,
rose-memcached-operator,0,,,2021-09-28T16:10:20,True,False,
rose-test1-operator,0,,,2021-09-28T16:10:20,True,False,
rtf-agent-operator,3,v1.13.36,"v4.10,v4.6,v4.7,v4.8,v4.9",2022-07-19T01:55:48,True,False,
rubicon-rhc-operator,1,1.0.0-alpha,"v4.10,v4.11",2022-12-11T21:35:24,True,False,
runai-ocp-cluster-installer,6,1.0.3,"v4.10,v4.8,v4.9",2023-01-04T17:58:57,True,False,
runtime-component-operator-certified,13,1.4.3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-05-06T21:38:48,True,False,
runtime-fabric-operator,27,v2.10.34,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.6,v4.7,v4.8,v4.9",2025-06-30T21:35:51,True,False,
sanstoragecsi-operator-bundle,1,1.1.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2022-07-21T13:50:59,True,False,
sap-rfc-operator,0,,,2021-09-28T16:10:20,True,False,
scaleops-operator,134,v1.18.6,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19",2025-07-13T16:16:31,True,False,
sdi-observer-operator,1,v0.0.3,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-04-25T12:49:46,True,False,
sdwan-operator,0,,,2021-09-28T16:10:20,True,False,
seldon-deploy-operator,0,,,2021-09-28T16:10:20,True,False,
seldon-operator-certified,7,1.16.0-0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2023-06-08T11:00:11,True,False,
sematext,0,,,2021-09-28T16:10:20,True,False,
silicom-sts-operator,9,0.1.4,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2023-02-14T10:35:19,True,False,
simple-demo-operator,1,0.0.6,"v4.10,v4.11,v4.8,v4.9",2022-07-06T13:54:08,True,False,
smilecdr-operator,1,0.0.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2022-01-29T00:50:32,True,False,
sn-operator,12,0.10.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.6,v4.7,v4.8,v4.9",2025-04-19T14:37:55,True,False,
snyk-operator-marketplace,0,,,2021-09-28T16:10:20,True,False,
soap-rpc-operator,0,,,2021-09-28T16:10:20,True,False,
sosivio,14,2.1.0-158,"v4.10,v4.11,v4.12,v4.6,v4.7,v4.8,v4.9",2024-01-10T21:40:05,True,False,
splunk-certified,0,,,2021-09-28T16:10:20,True,False,
splunk-operator,13,2.8.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.6,v4.7,v4.8,v4.9",2025-06-03T08:32:40,True,False,
sriov-fec,18,v2.11.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2025-05-06T18:43:39,True,False,
stackable-airflow-operator,8,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.9",2025-04-15T15:40:09,True,False,
stackable-commons-operator,9,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-04-15T11:37:28,True,False,
stackable-druid-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T14:41:13,True,False,
stackable-hbase-operator,8,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.9",2025-04-15T14:28:49,True,False,
stackable-hdfs-operator,8,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.9",2025-04-15T13:32:15,True,False,
stackable-hive-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T14:20:24,True,False,
stackable-kafka-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T14:48:35,True,False,
stackable-listener-operator,9,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T12:27:16,True,False,
stackable-nifi-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T15:00:27,True,False,
stackable-opa-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T13:10:39,True,False,
stackable-secret-operator,9,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.9",2025-04-15T12:36:16,True,False,
stackable-spark-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T15:24:44,True,False,
stackable-superset-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T15:29:25,True,False,
stackable-trino-operator,7,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17",2025-04-15T15:49:13,True,False,
stackable-zookeeper-operator,9,25.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-04-15T12:58:43,True,False,
stackgres-certified,33,1.17.0-rc1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.9",2025-07-15T21:52:33,True,False,
starburst-enterprise-helm-operator,0,,,2021-09-28T16:10:20,True,False,
stealserver-operator,1,1.0.0-alpha,"v4.10,v4.11",2022-12-07T23:23:12,True,False,
stonebranch-universalagent-operator-certified,0,,,2021-09-28T16:10:20,True,False,
storageos,0,,,2021-09-28T16:10:20,True,False,
storageos2,0,,,2021-09-28T16:10:20,True,False,
sumologic-kubernetes-collection-helm-operator,4,4.9.0-3,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.8,v4.9",2025-05-16T23:48:11,True,False,
sybase-db-operator,0,,,2021-09-28T16:10:20,True,False,
synaxg-operator,2,v1.2.0,"v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-07T08:39:32,True,False,
synopsys-certified,0,,,2021-09-28T16:10:20,True,False,
sysdig-certified,10,v1.15.37,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2022-09-19T19:36:59,True,False,
sysdig-shield-operator,6,v0.2.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.8,v4.9",2025-01-13T22:56:03,True,False,
t8c-certified,115,,,2025-07-16T04:34:47,True,False,'<' not supported between instances of 'int' and 'str'
